brand,category_id,product_id,title,price,main_price,discount,rating,link
boat,category_2,category_2_product_1,airdopes 161,999,2490,60,4.8,https://www.boat-lifestyle.com/products/airdopes-161
boat,category_2,category_2_product_2,nirvana ion anc earbuds,1999,9990,80,4.9,https://www.boat-lifestyle.com/products/nirvana-ion-anc-earbuds
boat,category_2,category_2_product_3,airdopes 141,1099,4490,76,4.8,https://www.boat-lifestyle.com/products/airdopes-141
boat,category_2,category_2_product_4,boat airdopes 148,1399,4490,69,5.0,https://www.boat-lifestyle.com/products/boat-airdopes-148
boat,category_2,category_2_product_5,airdopes 131,699,2990,77,4.8,https://www.boat-lifestyle.com/products/airdopes-131
boat,category_2,category_2_product_6,boat airdopes 163 wireless earbuds,1459,2490,41,4.8,https://www.boat-lifestyle.com/products/boat-airdopes-163-wireless-earbuds
boat,category_2,category_2_product_7,energyshroom pb400 powerbank with 20000mah battery capacity with smart ic protection,1699,4499,62,4.7,https://www.boat-lifestyle.com/products/energyshroom-pb400-powerbank-with-20000mah-battery-capacity-with-smart-ic-protection
boat,category_2,category_2_product_8,boat airdopes 138 wireless earbuds 1,1399,2990,53,4.9,https://www.boat-lifestyle.com/products/boat-airdopes-138-wireless-earbuds-1
boat,category_2,category_2_product_9,nirvana ion bluetooth wireless earbuds,1799,7990,77,4.9,https://www.boat-lifestyle.com/products/nirvana-ion-bluetooth-wireless-earbuds
boat,category_2,category_2_product_10,nirvana ivy pro wireless earbuds,4999,17990,72,4.6,https://www.boat-lifestyle.com/products/nirvana-ivy-pro-wireless-earbuds
boat,category_2,category_2_product_11,energyshroom pb300 10000mah power bank,1199,2999,60,4.6,https://www.boat-lifestyle.com/products/energyshroom-pb300-10000mah-power-bank
boat,category_2,category_2_product_12,airdopes 138 pro bluetooth earbuds,1599,2990,47,4.8,https://www.boat-lifestyle.com/products/airdopes-138-pro-bluetooth-earbuds
boat,category_2,category_2_product_13,nirvana ivy wireless earbuds,3299,17999,82,4.5,https://www.boat-lifestyle.com/products/nirvana-ivy-wireless-earbuds
boat,category_2,category_2_product_14,boat airdopes 170 wireless earbuds,1599,3490,54,4.9,https://www.boat-lifestyle.com/products/boat-airdopes-170-wireless-earbuds
boat,category_2,category_2_product_15,boat airdopes 131 pro true wireless earbuds,1099,2990,63,4.9,https://www.boat-lifestyle.com/products/boat-airdopes-131-pro-true-wireless-earbuds
