product_id,author,rating,title,body
category_1_product_1,nakul,5,daily using during by workout,i switched from firebolt airpods which i ordered 2 month ago i found boult one is more value for money product
category_1_product_1,sm,5,best bluetooth headset with this price,50 hours of quality playtime is amazing
category_1_product_1,atharva s,5,cuttingedge,best product
category_1_product_1,muzzaqir n,5,cuttingedge,y1
category_1_product_1,lalit v,5,superb,a1 quality
category_1_product_1,b m,5,nice product,nice product
category_1_product_1,sunit g,5,great,good product best quality
category_1_product_1,balamurugan b,5,cuttingedge,it is good and audio quality is great
category_1_product_1,stallon ks,5,good,very good product
category_1_product_2,jash g,5,cuttingedge,z40 pro
category_1_product_2,kushankur b,5,good product,good looking and good product
category_1_product_2,prakash r,5,gamechanger,noice cancelation nothing good sound quality its good
category_1_product_2,mohit r,5,splendid,best part is build quality battery connectivity sound quality and compromize with i can face the max volume upto 30 percent only it is very loud and clear i may be plus ponit for many who are working on field jobs as im a student i feel its too loud for me but its not a negative point i manage with 30 percent volume u can go for this
category_1_product_2,tarun v,5,futuristic,excellent product with wonderful features giving tough competition to all leading earphones in the field
category_1_product_2,akash k,5,balanced,crisp sound sturdy best quality earphones
category_1_product_2,ajay y,5,affordable,good product
category_1_product_2,sameer p,5,reliable,the look is great i purchased it for my study and i think it proved me right worth it plse you want you can consider this one as option thankyou
category_1_product_2,rajendra s,5,ergonomic,nice product for the price
category_1_product_3,nikhil j,5,cuttingedge,i recently ordered this earbuds and it has a long battery life which really impressed me the sound quality is crystal clear making music and calls enjoyable with only such a less latency they are perfect for gaming
category_1_product_3,madhavi s,5,cuttingedge,the sound quality is sharp and clearbest you can get in this price range
category_1_product_3,rahul p,5,cuttingedge,was facing a problem in connectivity but got after sales service immed
category_1_product_3,diljeet s,5,cuttingedge,ive been using the boult cyborg earbuds for a few weeks now and i must say im thoroughly impressed heres why 1 powerful 13mm drivers the sound quality is fantastic the bass is punchy and the overall clarity is topnotch i love listening to music and podcasts on thesethey make every track sound amazing 2 ergonomic fit comfort these earbuds are super comfortable even for long periods they fit snugly in my ears and dont hurt which is a huge plus for someone who wears earbuds for hours on end whether im exercising working or relaxing they stay put 3 touch controls the touch controls are super intuitive i can adjust volume skip tracks and answer calls with just a tap which is really convenient when im on the move overall i highly recommend the boult cyborg theyve become my goto earbuds for almost everythingfrom music to calls to gaming if you want a solid longlasting pair with excellent sound these are definitely worth it
category_1_product_3,aditi s,5,cuttingedge,perfect design and classic build quality the sound quality is perfect it supports fast charging on the top case it has boult branding which give you premium looks
category_1_product_3,karthik r,5,cuttingedge,one of the best budget buds calling quality will impress you easily crystal clear calling experience attractive case with fast charging buds are compaq in size and easy to fit in the ears low latency is great happy buying experience
category_1_product_3,ashok r,5,cuttingedge,low latency takes gaming to the next level and the sound quality during gameplay is fantastic
category_1_product_3,pooja b,5,cuttingedge,great fit the sound quality is excellent and the anc feature is love
category_1_product_3,shreya k,5,perfect for calls,the mics perform flawlessly during online meetings and calls eliminating all background noise
category_1_product_6,shivam s,5,cuttingedge,z40
category_1_product_6,km,5,ultra low latency earbuds,i play pubg too much on my mobile and was looking for 40ms latency earbuds for a long time but at this price segment only z40 provides this feature replaced it with firebolt earphones
category_1_product_6,azizbhai s,5,cuttingedge,z40
category_1_product_6,arvind j,5,userfriendly,z40 bawaal earbuds hai yaar boomx drivers ka sound dil ko chhoo gaya bluetooth 53 ke saath no tension of connectivity 10minute charge aur phir 100 minutes fullon playtime touch controls are smooth boult ka magic hai z40 mein
category_1_product_6,sanjay s,5,dynamic,z40 leke life mein ek dum dhamal boomx drivers ka bass dil gardengarden ho gaya bluetooth 53 ke saath connection kabhi nahi tutta 60hour battery life kya mast hai yaar touch controls thoda sensitive hai but z40 ka sound mindblowing hai
category_1_product_6,nitin c,5,cuttingedge,bhai z40 ka bass ek dum tight hai bluetooth 53 se connection solid hai charging speed dekhi 10 mins mein fullon playtime touch controls thoda alag hai but once you master it boult ka z40 is topnotch competitors z40 se door hi raho
category_1_product_6,jitendra s,5,supreme,bhai z40 ka sound ek dum kamaal ka hai boomx drivers ka magic alag level ka bluetooth 53 ensures solid connection charging speed dekhi 10 mins mein fullon entertainment touch controls thoda tricky hai but once you get the hang z40 is unbeatable
category_1_product_6,alok r,5,genius,z40 ka bass ek dum tight hai bhai bluetooth 53 ke saath connection solid hai charging speed dekhi 10 mins mein fullon playtime touch controls thoda alag hai but boult ka z40 is a beast competitors ka kuch nahi
category_1_product_6,nitin p,5,vibrant,bhai z40 is lit boomx drivers ka bass ultimate hai bluetooth 53 se connection solid hai kahi bhi jao music saath hai 60hour battery life fullon masti nonstop competitors ko maat di boult z40 ne
category_1_product_7,rashika k,5,cuttingedge,good sound quality
category_1_product_7,jeevan kkj,5,very good,pls provide silicon cover
category_1_product_7,anjali k,5,perfect for music,the sound quality is perfect for music with clear highs and deep bass i enjoy listening to my favorite tracks with these earbuds
category_1_product_7,pooja m,5,sleek and modern,the design is sleek and modern and the yellow color stands out ive received many compliments on these earbuds
category_1_product_7,akash p,5,great for gaming,the low latency mode is perfect for gaming i dont experience any lag and the sound quality is excellent
category_1_product_7,neha s,5,comfortable for all,these earbuds are comfortable for allday use and the fit is perfect i can wear them for hours without any discomfort
category_1_product_7,aditya k,5,amazing bass,the bass is deep and powerful making my music sound amazing im really impressed with the sound quality
category_1_product_7,manish c,5,perfect for travel,the noise cancellation and long battery life make these earbuds perfect for travel i can enjoy my music without any interruptions
category_1_product_7,ananya m,5,fast charging,the fast charging feature is a lifesaver a quick charge gives me hours of playback time
category_1_product_9,parthiban k,5,cuttingedge,mustang torq
category_1_product_9,raushan k,5,cuttingedge,nice base
category_1_product_9,vicky k,5,west product note,bolte ke pin kaam nhi kerha tach
category_1_product_9,deepak m,5,simple and convenient,super easy to connect and use the boult amp app makes customizing settings simple plus fast delivery
category_1_product_9,ayushi p,5,cuttingedge,my boyfriend loved the gift and i suggested my friend to buy as well and she loved the headphones as well
category_1_product_9,ananya s,5,amazing battery life,the battery life is incredible 50 hours playback is legit loved the fast charging too 10 minutes and youre set for over an hour of use fast delivery no issues at all
category_1_product_9,rhea k,5,stylish and functional,the mode sync leds are super cool plus they work great for calls and gaming with low latency mode packaging was premium as well
category_1_product_9,rishabh m,5,solid anc awesome for games,combat mode on these earbuds is killer for gaming anc works great too blocking out most background noise the fit is super comfortable fast delivery experience as well
category_1_product_9,abhishek r,5,easy setup fantastic audio,setting them up was a breeze with the boult amp app the sound quality is crystal clear especially with the 13mm drivers fast delivery super smooth
category_1_product_10,rushikesh g,5,primium,decent sound deep base control are very premium feeling case with mat finish overall looks very premium and sound is very good
category_1_product_10,arvind j,5,userfriendly,paisa vasool product boult w20 13mm drivers se sound quality ka kamaal hai lightning boult type c fast charging toh gamechanger hai boomx tech ka bass dil jeet leta hai genuine review bro
category_1_product_10,nitin c,5,cuttingedge,w20 ka bluetooth 53 ekdum solid hai bhai 10m connectivity range se kahi bhi jaao connection pakka rahega boult youve set the bar high
